users,ads,scaled_ads,,
249998,2.9,0.005422503,,
250009,23,0.050835969,,
250014,56.7,0.126976954,,
250019,25.4,0.056258473,,
250023,2.9,0.005422503,,
250055,26,0.057614099,,
250057,14.2,0.030953457,,
250082,22.9,0.050610032,,
250086,15.9,0.034794397,,
250087,15.75,0.03445549,,
250098,37,0.082467239,,
250099,17.9,0.03931315,,
250116,14.2,0.030953457,,
250130,8.6,0.018300949,,
250132,21.6,0.047672842,,
250133,12.75,0.027677361,,
250140,19.6,0.043154089,,
250160,54.75,0.12257117,,
250169,24.2,0.053547221,,
250172,3.2,0.006100316,,
250192,44.25,0.098847718,,
250194,17.2,0.037731586,,
250219,146.4,0.329643019,,
250222,39.6,0.088341618,,
250231,6.55,0.013669227,,
250248,18.4,0.040442838,,
250252,8.75,0.018639855,,
250253,15.4,0.033664709,,
250266,4.15,0.008246724,,
250271,10.3,0.022141889,,
250278,44.85,0.100203344,,
250295,4.95,0.010054225,,
250297,6.6,0.013782196,,
250308,23.25,0.051400813,,
250326,37,0.082467239,,
250330,11.6,0.025079078,,
250331,41.75,0.093199277,,
250341,6.4,0.013330321,,
250366,37,0.082467239,,
250383,41.8,0.093312246,,
250409,25.15,0.055693629,,
250418,44,0.098282874,,
250424,19.2,0.042250339,,
250429,54.15,0.121215545,,
250433,12.9,0.028016268,,
250439,6.15,0.012765477,,
250451,13,0.028242205,,
250456,62.1,0.139177587,,
250513,14.9,0.03253502,,
250520,5.7,0.011748757,,
250523,43.3,0.09670131,,
250525,6.4,0.013330321,,
250526,7.6,0.016041573,,
250532,27.9,0.061906914,,
250543,18,0.039539087,,
250544,14.55,0.031744239,,
250545,25.4,0.056258473,,
250568,12.7,0.027564392,,
250569,13.1,0.028468143,,
250572,3.65,0.007117036,,
250588,6.3,0.013104383,,
250616,6.2,0.012878446,,
250620,14.5,0.03163127,,
250631,14.4,0.031405332,,
250641,60.9,0.136466335,,
250654,10.15,0.021802982,,
250664,25.5,0.05648441,,
250668,20.7,0.045639404,,
250669,10.2,0.021915951,,
250687,2.4,0.004292815,,
250692,23.4,0.05173972,,
250700,16.2,0.03547221,,
250708,8.5,0.018075011,,
250719,22.2,0.049028468,,
250732,41.7,0.093086308,,
250745,12.45,0.026999548,,
250750,13.2,0.02869408,,
250754,31.6,0.070266606,,
250761,7.8,0.016493448,,
250769,19.05,0.041911432,,
250770,15.7,0.034342521,,
250771,4.05,0.008020786,,
250774,8.5,0.018075011,,
250776,5.7,0.011748757,,
250778,12.1,0.026208766,,
250786,29.8,0.066199729,,
250792,61.5,0.137821961,,
250793,36.4,0.081111613,,
250813,41.6,0.092860371,,
250819,11.45,0.024740172,,
250820,30.9,0.068685043,,
250824,26.1,0.057840036,,
250828,7.15,0.015024853,,
250830,14.4,0.031405332,,
250845,7.7,0.01626751,,
250846,58.5,0.131043832,,
250891,5.4,0.011070944,,
250922,22.7,0.050158156,,
250924,3.65,0.007117036,,
250926,35.7,0.07953005,,
250933,35.45,0.078965206,,
250936,16.1,0.035246272,,
250941,3.35,0.006439223,,
250950,12.6,0.027338455,,
250959,7.8,0.016493448,,
250968,4.8,0.009715319,,
250969,26.9,0.059647537,,
250976,6.2,0.012878446,,
250991,20.5,0.045187528,,
251016,10.2,0.021915951,,
251017,19.1,0.042024401,,
251044,23.3,0.051513782,,
251083,18.4,0.040442838,,
251086,8.25,0.017510167,,
251093,8.4,0.017849074,,
251101,22.6,0.049932219,,
251103,23.25,0.051400813,,
251131,7.3,0.01536376,,
251159,12.9,0.028016268,,
251167,18,0.039539087,,
251168,75.1,0.16854948,,
251176,32.25,0.071735201,,
251186,11.7,0.025305016,,
251192,34.5,0.076818798,,
251198,7.2,0.015137822,,
251204,7.2,0.015137822,,
251208,19,0.041798464,,
251215,21,0.046317216,,
251228,10.5,0.022593764,,
251236,21,0.046317216,,
251241,19.6,0.043154089,,
251245,34.8,0.077496611,,
251251,15,0.032760958,,
251253,8.4,0.017849074,,
251294,46.45,0.103818346,,
251297,39.55,0.088228649,,
251298,4.55,0.009150474,,
251301,14.85,0.032422052,,
251303,39.8,0.088793493,,
251304,15.7,0.034342521,,
251330,3.55,0.006891098,,
251343,23.6,0.052191595,,
251365,20.3,0.044735653,,
251385,7,0.014685947,,
251390,43.8,0.097830999,,
251392,28.35,0.062923633,,
251396,25,0.055354722,,
251397,8.4,0.017849074,,
251403,9.2,0.019656575,,
251406,4.3,0.00858563,,
251425,4.35,0.008698599,,
251434,29.4,0.065295978,,
251443,15.8,0.034568459,,
251444,8.9,0.018978762,,
251452,13.5,0.029371893,,
251454,67.2,0.150700407,,
251466,9.05,0.019317668,,
251473,17.4,0.038183461,,
251480,17.6,0.038635337,,
251482,3.3,0.006326254,,
251512,9.3,0.019882512,,
251543,39.6,0.088341618,,
251549,81.2,0.182331676,,
251560,8.1,0.017171261,,
251562,15.9,0.034794397,,
251570,12.3,0.026660642,,
251587,24.4,0.053999096,,
251592,18.3,0.0402169,,
251615,19.6,0.043154089,,
251629,5.35,0.010957976,,
251645,30.75,0.068346136,,
251658,15.5,0.033890646,,
251663,16.9,0.037053773,,
251674,8.55,0.01818798,,
251688,22.95,0.050723,,
251691,5.75,0.011861726,,
251697,63.6,0.142566652,,
251711,35.7,0.07953005,,
251714,7.35,0.015476728,,
251724,30.75,0.068346136,,
251730,20.1,0.044283778,,
251743,7.4,0.015589697,,
251745,54.8,0.122684139,,
251763,16.2,0.03547221,,
251765,12,0.025982829,,
251767,11.2,0.024175328,,
251771,202.3,0.45594216,,
251773,4.8,0.009715319,,
251779,16.3,0.035698147,,
251793,12.8,0.02779033,,
251794,26.1,0.057840036,,
251801,7.25,0.015250791,,
251804,7.2,0.015137822,,
251815,30.4,0.067555355,,
251822,7.5,0.015815635,,
251823,13.8,0.030049706,,
251830,22.6,0.049932219,,
251832,16.2,0.03547221,,
251834,44.4,0.099186624,,
251843,29.1,0.064618165,,
251858,8.6,0.018300949,,
251863,16.65,0.036488929,,
251894,5.75,0.011861726,,
251897,7.2,0.015137822,,
251901,15,0.032760958,,
251907,3.8,0.007455942,,
251934,25.9,0.057388161,,
251935,40,0.089245368,,
251960,14.1,0.030727519,,
251964,18.4,0.040442838,,
251989,32.3,0.07184817,,
251996,23.5,0.051965657,,
251998,21,0.046317216,,
252022,19.2,0.042250339,,
252023,5.8,0.011974695,,
252059,16.75,0.036714867,,
252069,4.35,0.008698599,,
252087,19.5,0.042928152,,
252094,3.55,0.006891098,,
252106,15.1,0.032986896,,
252109,18.6,0.040894713,,
252125,39,0.086985992,,
252128,12.9,0.028016268,,
252130,32,0.071170357,,
252132,10.4,0.022367826,,
252133,21.3,0.046995029,,
252149,44.65,0.099751469,,
252167,16.45,0.036037054,,
252173,12.5,0.027112517,,
252177,6.1,0.012652508,,
252182,30.9,0.068685043,,
252186,3.7,0.007230005,,
252194,36.75,0.081902395,,
252202,9.45,0.020221419,,
252207,4.55,0.009150474,,
252211,9.6,0.020560325,,
252221,11.85,0.025643922,,
252224,4.1,0.008133755,,
252271,3.75,0.007342973,,
252277,28.95,0.064279259,,
252279,7.8,0.016493448,,
252305,8.7,0.018526887,,
252308,3.15,0.005987347,,
252324,54,0.120876638,,
252325,3.8,0.007455942,,
252326,32.7,0.07275192,,
252327,13.7,0.029823769,,
252339,29.55,0.065634885,,
252344,3.9,0.00768188,,
252346,20.4,0.044961591,,
252355,13.85,0.030162675,,
252367,10,0.021464076,,
252370,6.4,0.013330321,,
252373,53.5,0.11974695,,
252376,10.3,0.022141889,,
252384,28.5,0.06326254,,
252387,30,0.066651604,,
252389,12.7,0.027564392,,
252397,10.5,0.022593764,,
252435,10.9,0.023497515,,
252436,17.2,0.037731586,,
252440,43.8,0.097830999,,
252443,6.7,0.014008134,,
252445,10.35,0.022254858,,
252471,4.45,0.008924537,,
252481,21,0.046317216,,
252501,9.35,0.019995481,,
252523,21.2,0.046769092,,
252526,22.6,0.049932219,,
252534,10.7,0.023045639,,
252536,92,0.206732942,,
252546,10.8,0.023271577,,
252556,45.95,0.102688658,,
252559,17.1,0.037505648,,
252573,47.2,0.105512878,,
252576,6.9,0.014460009,,
252587,23.2,0.051287845,,
252592,7.05,0.014798915,,
252594,10.8,0.023271577,,
252595,73,0.16380479,,
252598,12.3,0.026660642,,
252600,13.3,0.028920018,,
252608,6.5,0.013556258,,
252617,13.5,0.029371893,,
252629,13.6,0.029597831,,
252632,21.6,0.047672842,,
252645,47.35,0.105851785,,
252646,14.5,0.03163127,,
252648,5.7,0.011748757,,
252649,8.6,0.018300949,,
252662,6.2,0.012878446,,
252683,7.75,0.016380479,,
252687,9.2,0.019656575,,
252720,38.2,0.085178491,,
252721,27.1,0.060099413,,
252728,33.8,0.075237235,,
252733,7,0.014685947,,
252735,27.9,0.061906914,,
252748,8.75,0.018639855,,
252763,6.1,0.012652508,,
252772,5.1,0.010393131,,
252778,56,0.125395391,,
252784,27.2,0.06032535,,
252820,8.8,0.018752824,,
252824,20.7,0.045639404,,
252826,3.45,0.00666516,,
252827,22.8,0.050384094,,
252881,62.2,0.139403525,,
252885,10,0.021464076,,
252892,10.3,0.022141889,,
252900,8.9,0.018978762,,
252908,7.5,0.015815635,,
252921,209.4,0.471983732,,
252926,17.05,0.03739268,,
252928,7.35,0.015476728,,
252930,2.3,0.004066878,,
253006,9.9,0.021238138,,
253032,6.4,0.013330321,,
253037,42.3,0.094441934,,
253055,17.3,0.037957524,,
253074,28.7,0.063714415,,
253105,7,0.014685947,,
253121,5.55,0.011409851,,
253129,22.95,0.050723,,
253131,24.75,0.054789878,,
253147,23,0.050835969,,
253149,21.15,0.046656123,,
253158,23.6,0.052191595,,
253164,18.95,0.041685495,,
253181,8.15,0.01728423,,
253193,18.75,0.04123362,,
253206,10.5,0.022593764,,
253217,54.9,0.122910077,,
253224,2.15,0.003727971,,
253230,25.05,0.055467691,,
253234,4.75,0.00960235,,
253249,21.6,0.047672842,,
253268,6.6,0.013782196,,
253271,8.3,0.017623136,,
253272,30.45,0.067668324,,
253285,12.8,0.02779033,,
253310,7.4,0.015589697,,
253311,7.3,0.01536376,,
253321,49,0.109579756,,
253328,19.65,0.043267058,,
253358,6.05,0.012539539,,
253368,9.9,0.021238138,,
253374,4.75,0.00960235,,
253378,5.2,0.010619069,,
253410,18.9,0.041572526,,
253421,5.2,0.010619069,,
253438,15.7,0.034342521,,
253452,55.8,0.124943516,,
253466,19.1,0.042024401,,
253477,5.05,0.010280163,,
253480,10.2,0.021915951,,
253486,7.6,0.016041573,,
253494,9.7,0.020786263,,
253496,18,0.039539087,,
253498,10.25,0.02202892,,
253510,8.9,0.018978762,,
253513,2.9,0.005422503,,
253524,40.05,0.089358337,,
253527,15.2,0.033212833,,
253532,8.4,0.017849074,,
253542,38.4,0.085630366,,
253558,8.5,0.018075011,,
253569,10.6,0.022819702,,
253574,7.6,0.016041573,,
253597,12.4,0.026886579,,
253598,13.3,0.028920018,,
253603,34.9,0.077722549,,
253614,9.7,0.020786263,,
253616,6.7,0.014008134,,
253618,41,0.091504745,,
253638,12.3,0.026660642,,
253643,14.7,0.032083145,,
253648,3.05,0.00576141,,
253651,127.5,0.286940804,,
253654,47.85,0.106981473,,
253688,13.8,0.030049706,,
253697,11.65,0.025192047,,
253699,29.2,0.064844103,,
253706,12.45,0.026999548,,
253708,15.9,0.034794397,,
253713,93.2,0.209444193,,
253734,7.9,0.016719385,,
253739,22.8,0.050384094,,
253753,39.2,0.087437867,,
253775,15.1,0.032986896,,
253779,43.3,0.09670131,,
253803,8.4,0.017849074,,
253806,24.1,0.053321283,,
253807,39.75,0.088680524,,
253808,14.4,0.031405332,,
253815,9.15,0.019543606,,
253816,13.1,0.028468143,,
253827,28.25,0.062697695,,
253830,3.85,0.007568911,,
253837,8.6,0.018300949,,
253850,48.4,0.10822413,,
253869,6.75,0.014121103,,
253878,4.7,0.009489381,,
253879,44.85,0.100203344,,
253886,17,0.037279711,,
253891,9.2,0.019656575,,
253892,16.8,0.036827836,,
253900,48.75,0.109014912,,
253905,9.75,0.020899232,,
253911,5,0.010167194,,
253914,35,0.077948486,,
253916,15.9,0.034794397,,
253922,12.5,0.027112517,,
253928,2.1,0.003615002,,
253951,11.9,0.025756891,,
253962,3.5,0.006778129,,
253963,6.2,0.012878446,,
253968,12.75,0.027677361,,
253971,38.6,0.086082241,,
253974,11.1,0.02394939,,
253993,17.8,0.039087212,,
254015,18.9,0.041572526,,
254016,9.7,0.020786263,,
254024,4.65,0.009376412,,
254026,21.9,0.048350655,,
254031,18.45,0.040555807,,
254033,4.05,0.008020786,,
254037,15.8,0.034568459,,
254054,15.6,0.034116584,,
254075,22.8,0.050384094,,
254104,11.5,0.024853141,,
254110,15.6,0.034116584,,
254115,41.1,0.091730682,,
254121,29.25,0.064957072,,
254122,10.7,0.023045639,,
254141,34.8,0.077496611,,
254144,11.9,0.025756891,,
254148,17.3,0.037957524,,
254150,6.5,0.013556258,,
254160,15.3,0.033438771,,
254163,13.2,0.02869408,,
254205,14.5,0.03163127,,
254223,75.45,0.169340262,,
254232,7.1,0.014911884,,
254234,12.4,0.026886579,,
254235,12.5,0.027112517,,
254264,20.55,0.045300497,,
254268,16.6,0.03637596,,
254277,5.55,0.011409851,,
254294,8.3,0.017623136,,
254300,16.2,0.03547221,,
254304,7.45,0.015702666,,
254308,5.3,0.010845007,,
254322,46.9,0.104835066,,
254327,18.1,0.039765025,,
254343,36.6,0.081563488,,
254346,35.55,0.079191143,,
254351,11.1,0.02394939,,
254352,7,0.014685947,,
254371,10.9,0.023497515,,
254373,5.5,0.011296882,,
254376,29.2,0.064844103,,
254377,21.5,0.047446905,,
254381,12.4,0.026886579,,
254385,13.6,0.029597831,,
254391,33.75,0.075124266,,
254400,8.25,0.017510167,,
254421,39.6,0.088341618,,
254432,3.35,0.006439223,,
254473,15,0.032760958,,
254480,17.4,0.038183461,,
254482,23.6,0.052191595,,
254486,6.35,0.013217352,,
254488,22.8,0.050384094,,
254500,16.5,0.036150023,,
254512,29.1,0.064618165,,
254519,17.4,0.038183461,,
254521,11.7,0.025305016,,
254528,5,0.010167194,,
254532,33.15,0.07376864,,
254540,15.6,0.034116584,,
254572,19.4,0.042702214,,
254574,15.4,0.033664709,,
254590,27.75,0.061568007,,
254608,40.05,0.089358337,,
254610,29.6,0.065747854,,
254637,1.9,0.003163127,,
254658,72.85,0.163465883,,
254667,17.9,0.03931315,,
254671,16.8,0.036827836,,
254678,12.6,0.027338455,,
254680,8.05,0.017058292,,
254683,13.3,0.028920018,,
254685,7.55,0.015928604,,
254693,45.1,0.100768188,,
254709,42.5,0.094893809,,
254711,14.65,0.031970176,,
254716,5.4,0.011070944,,
254718,48.6,0.108676005,,
254726,19.2,0.042250339,,
254728,9.8,0.021012201,,
254732,28.95,0.064279259,,
254739,16.3,0.035698147,,
254757,8.9,0.018978762,,
254759,11.75,0.025417985,,
254774,6.5,0.013556258,,
254779,26.6,0.058969724,,
254780,31.4,0.069814731,,
254818,6.45,0.01344329,,
254822,14.4,0.031405332,,
254824,24.4,0.053999096,,
254827,9.35,0.019995481,,
254849,3.9,0.00768188,,
254861,52,0.116357885,,
254864,27.2,0.06032535,,
254881,19.1,0.042024401,,
254892,17.2,0.037731586,,
254897,11.8,0.025530953,,
254927,33.3,0.074107546,,
254945,5.9,0.012200633,,
254957,92.95,0.208879349,,
254963,27.9,0.061906914,,
254967,20.1,0.044283778,,
254986,13.5,0.029371893,,
254992,56.4,0.126299141,,
254997,12.7,0.027564392,,
255017,4.1,0.008133755,,
255029,30.5,0.067781292,,
255031,10.05,0.021577045,,
255080,15.2,0.033212833,,
255083,15.4,0.033664709,,
255085,12,0.025982829,,
255093,5.2,0.010619069,,
255106,4.8,0.009715319,,
255110,21.3,0.046995029,,
255111,11.65,0.025192047,,
255116,8,0.016945323,,
255117,20.7,0.045639404,,
255122,13.15,0.028581112,,
255128,5.15,0.0105061,,
255133,14,0.030501582,,
255139,48.3,0.107998192,,
255166,38.5,0.085856304,,
255192,4.2,0.008359693,,
255195,10.9,0.023497515,,
255227,4.05,0.008020786,,
255254,3.35,0.006439223,,
255262,19.8,0.043605965,,
255284,10.4,0.022367826,,
255285,6.6,0.013782196,,
255286,30.1,0.066877542,,
255287,38.5,0.085856304,,
255288,16.95,0.037166742,,
255292,80,0.179620425,,
255312,9.25,0.019769544,,
255318,8.95,0.019091731,,
255323,6.15,0.012765477,,
255334,61.95,0.138838681,,
255338,29.8,0.066199729,,
255340,19.45,0.042815183,,
255348,14,0.030501582,,
255351,8.2,0.017397198,,
255370,11.4,0.024627203,,
255379,4.25,0.008472662,,
255385,19.3,0.042476277,,
255387,13.4,0.029145956,,
255391,10.65,0.022932671,,
255392,7.8,0.016493448,,
255395,45.4,0.101446001,,
255399,39.2,0.087437867,,
255400,28.9,0.06416629,,
255404,52,0.116357885,,
255414,28.5,0.06326254,,
255419,4.55,0.009150474,,
255427,16.7,0.036601898,,
255431,2.25,0.003953909,,
255434,14.25,0.031066426,,
255443,5.2,0.010619069,,
255465,24.6,0.054450972,,
255488,14.1,0.030727519,,
255490,70.2,0.157478536,,
255494,88.4,0.198599187,,
255496,10,0.021464076,,
255507,37.4,0.08337099,,
255510,13.8,0.030049706,,
255516,118,0.265476728,,
255523,22.1,0.048802531,,
255529,7.4,0.015589697,,
255544,4.85,0.009828287,,
255550,14.5,0.03163127,,
255556,18.1,0.039765025,,
255565,6.85,0.01434704,,
255573,35.7,0.07953005,,
255574,31.8,0.070718482,,
255576,13.3,0.028920018,,
255578,15.9,0.034794397,,
255597,7.95,0.016832354,,
255606,29.2,0.064844103,,
255609,5.1,0.010393131,,
255611,4.25,0.008472662,,
255618,32.7,0.07275192,,
255620,2.75,0.005083597,,
255623,2.65,0.004857659,,
255630,15.3,0.033438771,,
255633,25.2,0.055806597,,
255635,20.4,0.044961591,,
255646,13.35,0.029032987,,
255654,35.2,0.078400362,,
255656,9.5,0.020334388,,
255666,30.25,0.067216448,,
255679,12.75,0.027677361,,
255683,5.1,0.010393131,,
255697,9.6,0.020560325,,
255702,5.1,0.010393131,,
255706,22.2,0.049028468,,
255721,38.85,0.086647085,,
255723,2.4,0.004292815,,
255724,21.9,0.048350655,,
255736,15.75,0.03445549,,
255772,15.1,0.032986896,,
255774,25,0.055354722,,
255792,5,0.010167194,,
255794,11.25,0.024288296,,
255795,150.8,0.339584275,,
255813,35.15,0.078287393,,
255814,7.9,0.016719385,,
255842,40.8,0.091052869,,
255849,142.75,0.321396295,,
255867,26.8,0.0594216,,
255870,8.1,0.017171261,,
255878,12.3,0.026660642,,
255882,6.05,0.012539539,,
255885,7.25,0.015250791,,
255916,19.5,0.042928152,,
255919,21.1,0.046543154,,
255923,2.1,0.003615002,,
255947,2.55,0.004631722,,
255952,8.75,0.018639855,,
255959,13.5,0.029371893,,
256003,38.85,0.086647085,,
256008,31.5,0.070040669,,
256012,7.9,0.016719385,,
256015,5.15,0.0105061,,
256016,20.6,0.045413466,,
256021,19.4,0.042702214,,
256043,24.15,0.053434252,,
256050,5.85,0.012087664,,
256065,12.45,0.026999548,,
256070,23.5,0.051965657,,
256082,8,0.016945323,,
256086,26,0.057614099,,
256090,9,0.0192047,,
256096,3.05,0.00576141,,
256098,7.65,0.016154541,,
256106,14.2,0.030953457,,
256115,31.9,0.070944419,,
256118,30.2,0.067103479,,
256123,28.6,0.063488477,,
256127,14.9,0.03253502,,
256136,4.65,0.009376412,,
256144,20.8,0.045865341,,
256147,35,0.077948486,,
256148,12.4,0.026886579,,
256188,17.1,0.037505648,,
256202,9.8,0.021012201,,
256205,5,0.010167194,,
256207,6.95,0.014572978,,
256219,14.7,0.032083145,,
256239,42.8,0.095571622,,
256259,21.4,0.047220967,,
256263,34,0.07568911,,
256267,16.75,0.036714867,,
256281,21,0.046317216,,
256282,7.6,0.016041573,,
256286,10.7,0.023045639,,
256293,18.5,0.040668775,,
256310,23.1,0.051061907,,
256328,17.3,0.037957524,,
256343,18,0.039539087,,
256347,34.35,0.076479892,,
256349,7.7,0.01626751,,
256360,7.75,0.016380479,,
256371,35,0.077948486,,
256374,40,0.089245368,,
256375,4.7,0.009489381,,
256376,5.7,0.011748757,,
256393,40.2,0.089697244,,
256413,29.9,0.066425667,,
256415,11.9,0.025756891,,
256419,9.15,0.019543606,,
256422,6.6,0.013782196,,
256427,7.8,0.016493448,,
256429,15.85,0.034681428,,
256430,18.25,0.040103931,,
256445,5.3,0.010845007,,
256456,16.95,0.037166742,,
256470,1.35,0.00192047,,
256473,5.8,0.011974695,,
256474,19,0.041798464,,
256477,18.75,0.04123362,,
256479,29.55,0.065634885,,
256487,21.15,0.046656123,,
256491,26.5,0.058743787,,
256503,4.7,0.009489381,,
256505,70,0.157026661,,
256519,8.2,0.017397198,,
256522,4.15,0.008246724,,
256524,41.4,0.092408495,,
256538,37.5,0.083596927,,
256554,3.6,0.007004067,,
256563,19.7,0.043380027,,
256567,7.55,0.015928604,,
256577,10.5,0.022593764,,
256584,12.6,0.027338455,,
256589,3.2,0.006100316,,
256590,36.6,0.081563488,,
256598,5.2,0.010619069,,
256621,11.65,0.025192047,,
256624,11.2,0.024175328,,
256626,3.65,0.007117036,,
256632,36.45,0.081224582,,
256670,9.85,0.021125169,,
256686,17.9,0.03931315,,
256693,94.8,0.213059196,,
256712,17.25,0.037844555,,
256718,4.7,0.009489381,,
256724,13.8,0.030049706,,
256728,7.85,0.016606417,,
256734,29.9,0.066425667,,
256739,18.25,0.040103931,,
256740,16.2,0.03547221,,
256751,65.8,0.14753728,,
256753,18.75,0.04123362,,
256754,54.7,0.122458202,,
256755,16.1,0.035246272,,
256756,26.1,0.057840036,,
256760,38.4,0.085630366,,
256761,6,0.01242657,,
256769,108.45,0.243899684,,
256779,6.1,0.012652508,,
256780,19.1,0.042024401,,
256787,17.4,0.038183461,,
256794,28,0.062132851,,
256811,27.6,0.061229101,,
256822,2.45,0.004405784,,
256841,23.8,0.05264347,,
256845,19.5,0.042928152,,
256847,63.9,0.143244465,,
256849,12.5,0.027112517,,
256853,12.65,0.027451423,,
256856,15.9,0.034794397,,
256858,19.6,0.043154089,,
256861,19.2,0.042250339,,
256870,5.35,0.010957976,,
256879,29.1,0.064618165,,
256881,57.6,0.129010393,,
256884,23.55,0.052078626,,
256892,18.7,0.041120651,,
256894,48.2,0.107772255,,
256895,11.1,0.02394939,,
256900,9.15,0.019543606,,
256912,11.85,0.025643922,,
256913,8.8,0.018752824,,
256919,5.1,0.010393131,,
256924,6.5,0.013556258,,
256926,20.8,0.045865341,,
256943,8.85,0.018865793,,
256953,12.8,0.02779033,,
256975,123.25,0.277338455,,
256983,11.55,0.024966109,,
256988,1.9,0.003163127,,
256989,16.3,0.035698147,,
256992,20.8,0.045865341,,
256996,21.6,0.047672842,,
257000,16.95,0.037166742,,
257018,20.95,0.046204248,,
257029,37.2,0.082919114,,
257048,6.1,0.012652508,,
257070,9,0.0192047,,
257099,8.6,0.018300949,,
257100,11.4,0.024627203,,
257102,15,0.032760958,,
257117,16.65,0.036488929,,
257119,2.3,0.004066878,,
257125,20.05,0.044170809,,
257135,8.2,0.017397198,,
257142,8.9,0.018978762,,
257163,43.8,0.097830999,,
257172,14.4,0.031405332,,
257185,5.9,0.012200633,,
257193,4.5,0.009037506,,
257197,8.3,0.017623136,,
257203,9.65,0.020673294,,
257246,27.45,0.060890194,,
257248,16.6,0.03637596,,
257253,9.9,0.021238138,,
257273,3.7,0.007230005,,
257299,7.8,0.016493448,,
257316,17.3,0.037957524,,
257323,17.1,0.037505648,,
257324,5.3,0.010845007,,
257328,29.9,0.066425667,,
257332,22.1,0.048802531,,
257333,14.85,0.032422052,,
257342,13.65,0.0297108,,
257350,7.4,0.015589697,,
257352,13.4,0.029145956,,
257372,24.9,0.055128784,,
257376,18.3,0.0402169,,
257387,1.5,0.002259376,,
257395,15.15,0.033099864,,
257418,7.35,0.015476728,,
257425,46.8,0.104609128,,
257438,10.4,0.022367826,,
257445,10.8,0.023271577,,
257465,17.3,0.037957524,,
257466,31.05,0.069023949,,
257478,13.3,0.028920018,,
257483,11.05,0.023836421,,
257506,14.3,0.031179394,,
257529,24.85,0.055015816,,
257534,30.5,0.067781292,,
257554,7.5,0.015815635,,
257557,25.35,0.056145504,,
257571,15.9,0.034794397,,
257579,9.6,0.020560325,,
257593,5.3,0.010845007,,
257611,25.1,0.05558066,,
257618,3.7,0.007230005,,
257648,17.25,0.037844555,,
257655,21.4,0.047220967,,
257661,3,0.005648441,,
257663,22.4,0.049480343,,
257671,3.4,0.006552192,,
257679,10.25,0.02202892,,
257682,15.6,0.034116584,,
257683,14.15,0.030840488,,
257686,27.8,0.061680976,,
257688,20.8,0.045865341,,
257718,8.6,0.018300949,,
257719,13.8,0.030049706,,
257729,18.7,0.041120651,,
257741,25.2,0.055806597,,
257749,17.4,0.038183461,,
257780,3.8,0.007455942,,
257782,11.8,0.025530953,,
257788,12.15,0.026321735,,
257793,56,0.125395391,,
257799,20.85,0.04597831,,
257811,5.6,0.01152282,,
257827,7.9,0.016719385,,
257839,17.3,0.037957524,,
257852,3.4,0.006552192,,
257868,13.3,0.028920018,,
257869,24.8,0.054902847,,
257871,10.8,0.023271577,,
257879,12.2,0.026434704,,
257885,9.7,0.020786263,,
257899,2.85,0.005309535,,
257924,7.7,0.01626751,,
257937,10.4,0.022367826,,
257941,41.4,0.092408495,,
257961,13.05,0.028355174,,
257979,2.7,0.004970628,,
257987,8.85,0.018865793,,
257995,42.9,0.09579756,,
258005,24.2,0.053547221,,
258010,4.85,0.009828287,,
258021,13.9,0.030275644,,
258022,20.85,0.04597831,,
258024,20.1,0.044283778,,
258025,27.25,0.060438319,,
258029,11.3,0.024401265,,
258030,18.85,0.041459557,,
258044,19.5,0.042928152,,
258059,18.75,0.04123362,,
258070,21.8,0.048124718,,
258080,28.8,0.063940352,,
258094,22.3,0.049254406,,
258102,7.3,0.01536376,,
258106,2.3,0.004066878,,
258117,15.7,0.034342521,,
258131,26.6,0.058969724,,
258139,81.9,0.18391324,,
258158,30.5,0.067781292,,
258168,30.75,0.068346136,,
258174,8.35,0.017736105,,
258183,21.4,0.047220967,,
258189,7.55,0.015928604,,
258199,10.9,0.023497515,,
258201,19.1,0.042024401,,
258208,24.3,0.053773159,,
258213,6.4,0.013330321,,
258222,7.95,0.016832354,,
258237,9.3,0.019882512,,
258239,10.75,0.023158608,,
258244,26,0.057614099,,
258246,12.3,0.026660642,,
258253,30,0.066651604,,
258275,7.75,0.016380479,,
258297,8.7,0.018526887,,
258306,17.9,0.03931315,,
258311,10.1,0.021690014,,
258318,9.55,0.020447357,,
258322,31.65,0.070379575,,
258356,8.5,0.018075011,,
258357,3.85,0.007568911,,
258361,68.7,0.154089471,,
258364,11.8,0.025530953,,
258367,5.9,0.012200633,,
258375,97.4,0.218933574,,
258382,46.6,0.104157253,,
258402,6.9,0.014460009,,
258411,23.5,0.051965657,,
258412,8.7,0.018526887,,
258428,15.9,0.034794397,,
258449,22.4,0.049480343,,
258454,45.3,0.101220063,,
258457,25,0.055354722,,
258461,7.65,0.016154541,,
258465,23.8,0.05264347,,
258469,103.8,0.233393583,,
258478,37.95,0.084613647,,
258488,22.5,0.049706281,,
258511,19.8,0.043605965,,
258513,20.6,0.045413466,,
258515,16,0.035020334,,
258516,9.8,0.021012201,,
258526,9,0.0192047,,
258569,12.8,0.02779033,,
258581,12.4,0.026886579,,
258584,1.45,0.002146408,,
258601,6.1,0.012652508,,
258602,9.9,0.021238138,,
258623,22,0.048576593,,
258625,25.3,0.056032535,,
258653,22.8,0.050384094,,
258662,8.8,0.018752824,,
258669,14.3,0.031179394,,
258676,59.2,0.132625395,,
258690,87.1,0.195661997,,
258694,35.7,0.07953005,,
